title,year,budget,gross,duration,classification,votes,rating,language,country,cast_total_facebook_likes,action,adventure,fantasy,sci_fi,thriller,romance,comedy,other,drama,crime
The Bounty Hunter ,2010,40000000,67061228,110,12A,96565,5.5,English,USA,21554,1,0,0,0,0,1,1,0,0,0
Sleepers ,1996,44000000,53300852,147,15,154487,7.5,English,USA,37076,0,0,0,0,1,0,0,0,1,1
Rambo: First Blood Part II ,1985,44000000,150415432,96,15,117606,6.4,English,USA,15662,1,1,0,0,1,0,0,1,0,0
The Juror ,1996,44000000,44834712,118,15,13995,5.6,English,USA,26907,0,0,0,0,1,0,0,0,1,0
Heaven's Gate ,1980,44000000,1500000,325,15,9830,6.8,English,USA,14255,0,1,0,0,0,0,0,1,1,0
Underworld: Evolution ,2006,50000000,62318875,102,15,156225,6.8,English,USA,2998,1,1,1,1,1,0,0,0,0,0
Victor Frankenstein ,2015,40000000,5773519,110,12A,28618,6,English,USA,12876,0,0,0,1,1,0,0,1,1,0
Finding Forrester ,2000,43000000,51768623,136,12A,73006,7.3,English,USA,1801,0,0,0,0,0,0,0,0,1,0
28 Days ,2000,43000000,37035515,103,12A,34597,6,English,USA,23864,0,0,0,0,0,0,1,0,1,0
Unleashed ,2005,45000000,24520892,103,15,85198,7,English,France,22383,1,0,0,0,1,0,0,0,1,1
The Sweetest Thing ,2002,43000000,24430272,90,15,46158,5.1,English,USA,132,0,0,0,0,0,1,1,0,0,0
The Firm ,1993,42000000,158348400,154,15,88844,6.8,English,USA,14244,0,0,0,0,1,0,0,1,1,0
Charlie St. Cloud ,2010,44000000,31136950,99,12A,47364,6.5,English,USA,1066,0,0,1,0,0,1,0,0,1,0
The Mechanic ,2011,40000000,29113588,93,15,117999,6.6,English,USA,27834,1,0,0,0,1,0,0,0,0,1
21 Jump Street ,2012,42000000,138447667,109,15,408302,7.2,English,USA,19968,1,0,0,0,0,0,1,0,0,1
Notting Hill ,1999,42000000,116006080,124,12A,203269,7,English,UK,9255,0,0,0,0,0,1,1,0,1,0
Chicken Run ,2000,45000000,106793915,84,U,140499,7,English,UK,1817,0,1,0,0,0,0,1,1,1,0
Along Came Polly ,2004,42000000,87856565,90,12A,106909,5.9,English,USA,24534,0,0,0,0,0,1,1,0,0,0
Boomerang ,1992,40000000,70100000,117,15,20183,5.4,English,USA,3841,0,0,0,0,0,1,1,0,1,0
The Heat ,2013,43000000,159578352,123,15,133177,6.6,English,USA,4825,1,0,0,0,0,0,1,0,0,1
Here Comes the Boom ,2012,42000000,45290318,105,PG,74169,6.5,English,USA,6727,1,0,0,0,0,0,1,1,0,0
High Crimes ,2002,42000000,41543207,115,12A,30077,6.3,English,USA,15571,0,0,0,0,1,0,0,1,1,1
The Mirror Has Two Faces ,1996,42000000,41252428,122,12A,11453,6.5,English,USA,13716,0,0,0,0,0,1,1,0,1,0
The Mothman Prophecies ,2002,32000000,35228696,119,12A,63677,6.5,English,USA,1651,0,0,0,0,1,0,0,1,1,0
Brüno ,2009,42000000,59992760,81,15,119622,5.8,English,USA,2134,0,0,0,0,0,0,1,0,0,0
Licence to Kill ,1989,32000000,34667015,133,12A,74009,6.6,English,UK,2371,1,1,0,0,1,0,0,0,0,0
Red Riding Hood ,2011,42000000,37652565,100,12A,91151,5.4,English,USA,15369,0,0,1,0,1,0,0,1,0,0
15 Minutes ,2001,42000000,24375436,120,15,42547,6.1,English,USA,33585,1,0,0,0,1,0,0,0,1,1
Super Mario Bros. ,1993,42000000,20915465,104,PG,38203,4,English,UK,7723,0,1,1,1,0,0,1,1,0,0
Lord of War ,2005,50000000,24127895,122,15,248123,7.6,English,USA,12076,0,0,0,0,1,0,0,0,1,1
Hero ,2002,31000000,84961,80,12A,149414,7.9,Mandarin,China,6229,1,1,0,0,0,0,0,1,0,0
One for the Money ,2012,40000000,26404753,91,12A,34203,5.3,English,USA,3301,1,0,0,0,1,1,1,0,0,1
The Interview ,2014,44000000,6105175,112,15,247020,6.6,English,USA,12239,0,0,0,0,0,0,1,0,0,0
The Warrior's Way ,2010,45000000,5664251,100,15,22309,6.3,English,New Zealand,2056,1,0,1,0,0,0,0,1,0,0
Micmacs ,2009,27000000,1260917,105,15,24657,7.2,French,France,1342,1,0,0,0,0,0,1,0,0,1
8 Mile ,2002,41000000,116724075,110,15,187181,7,English,USA,1954,0,0,0,0,0,0,0,1,1,0
A Knight's Tale ,2001,65000000,56083966,144,12A,137003,6.9,English,USA,18761,1,1,0,0,0,1,0,0,0,0
The Medallion ,2003,41000000,22108977,108,12A,29861,5.2,English,Hong Kong,1134,1,0,1,0,0,0,1,0,0,0
The Sixth Sense ,1999,40000000,293501675,107,12A,704766,8.1,English,USA,17540,0,0,0,0,1,0,0,1,1,0
Man on a Ledge ,2012,42000000,18600911,102,12A,125198,6.6,English,USA,362,1,0,0,0,1,0,0,0,0,1
The Big Year ,2011,41000000,7204138,100,PG,34809,6.2,English,USA,2085,0,0,0,0,0,0,1,0,0,0
The Karate Kid ,1984,8000000,90800000,126,PG,126907,7.2,English,USA,2004,1,0,0,0,0,0,0,1,1,0
American Hustle ,2013,40000000,150117807,138,15,358416,7.3,English,USA,83012,0,0,0,0,0,0,0,0,1,1
The Proposal ,2009,40000000,163947053,108,12A,227824,6.7,English,USA,18656,0,0,0,0,0,1,1,0,1,0
Double Jeopardy ,1999,70000000,116735231,105,15,56646,6.4,English,USA,2129,0,0,0,0,1,0,0,1,0,1
Back to the Future Part II ,1989,40000000,118500000,108,PG,340085,7.8,English,USA,3660,0,1,0,1,0,0,1,0,0,0
Lucy ,2014,40000000,126546825,89,15,327367,6.4,English,France,32325,1,0,0,1,1,0,0,0,0,0
Fifty Shades of Grey ,2015,40000000,166147885,129,15,220020,4.1,English,USA,4585,0,0,0,0,0,1,0,0,1,0
Spy Kids 3-D: Game Over ,2003,38000000,111760631,84,PG,40227,4.1,English,USA,22935,1,1,0,1,0,0,1,1,0,0
A Time to Kill ,1996,40000000,108706165,149,15,99558,7.4,English,USA,31349,0,0,0,0,1,0,0,0,1,1
Cheaper by the Dozen ,2003,40000000,138614544,94,PG,75152,5.8,English,USA,7014,0,0,0,0,0,0,1,1,0,0
Lone Survivor ,2013,40000000,125069696,121,15,203963,7.6,English,USA,1261,1,0,0,0,1,0,0,1,1,0
A League of Their Own ,1992,40000000,107458785,128,PG,71754,7.2,English,USA,16751,0,0,0,0,0,0,1,1,1,0
The Conjuring 2 ,2016,40000000,102310175,134,15,64989,7.8,English,USA,2676,0,0,0,0,1,0,0,1,0,0
The Social Network ,2010,40000000,96917897,120,12A,479453,7.7,English,USA,10555,0,0,0,0,0,0,0,1,1,0
He's Just Not That Into You ,2009,40000000,93952276,129,12A,132048,6.4,English,USA,318,0,0,0,0,0,1,1,0,1,0
Scary Movie 4 ,2006,45000000,90703745,89,12A,93748,5.1,English,USA,5855,0,0,0,0,0,0,1,0,0,0
Scream 3 ,2000,40000000,89138076,116,15,98535,5.5,English,USA,600,0,0,0,0,0,0,0,1,0,0
Back to the Future Part III ,1990,40000000,87666629,118,PG,283480,7.4,English,USA,3986,0,1,0,1,0,0,1,1,0,0
Get Hard ,2015,40000000,90353764,107,15,85629,6,English,USA,12556,0,0,0,0,0,0,1,0,0,1
Bram Stoker's Dracula ,1992,40000000,82522790,155,15,143835,7.5,English,USA,42220,0,0,1,0,0,1,0,1,0,0
Julie & Julia ,2009,40000000,94125426,123,12A,79264,7,English,USA,13321,0,0,0,0,0,1,0,1,1,0
42 ,2013,40000000,95001343,128,12A,66511,7.5,English,USA,16911,0,0,0,0,0,0,0,1,1,0
The Talented Mr. Ripley ,1999,40000000,81292135,139,15,137891,7.3,English,USA,36810,0,0,0,0,1,0,0,0,1,1
Dumb and Dumber To ,2014,35000000,86208010,109,12A,97045,5.7,English,USA,16179,0,0,0,0,0,0,1,0,0,0
Eight Below ,2006,40000000,81593527,120,PG,48806,7.3,English,USA,24300,0,1,0,0,0,0,0,1,1,0
The Intern ,2015,35000000,75274748,121,12A,130661,7.2,English,USA,36010,0,0,0,0,0,0,1,0,1,0
Ride Along 2 ,2016,40000000,90835030,102,12A,28621,5.9,English,USA,5178,1,0,0,0,0,0,1,0,0,0
The Last of the Mohicans ,1992,40000000,72455275,117,15,113068,7.8,English,USA,2144,1,1,0,0,0,1,0,1,1,0
Ray ,2004,40000000,75305995,178,12A,110394,7.7,English,USA,5074,0,0,0,0,0,0,0,1,1,0
Sin City ,2005,40000000,74098862,147,15,656640,8.1,English,USA,3924,0,0,0,0,1,0,0,0,0,1
Vantage Point ,2008,40000000,72266306,90,12A,127528,6.6,English,USA,6775,0,0,0,0,1,0,0,1,1,1
"I Love You, Man ",2009,40000000,71347010,105,15,166194,7.1,English,USA,28928,0,0,0,0,0,1,1,0,0,0
Shallow Hal ,2001,40000000,70836296,114,12A,109445,5.9,English,USA,2842,0,0,1,0,0,1,1,0,1,0
JFK ,1991,40000000,70405498,206,15,113472,8,English,France,698,0,0,0,0,1,0,0,1,1,0
Big Momma's House 2 ,2006,40000000,70163652,99,12A,31968,4.6,English,USA,19334,0,0,0,0,0,0,1,0,0,1
The Mexican ,2001,34000000,66808615,123,15,87351,6.1,English,USA,43917,0,1,0,0,0,1,1,0,0,1
Unbroken ,2014,65000000,115603980,137,12A,103589,7.2,English,USA,2938,0,0,0,0,0,0,0,1,1,0
17 Again ,2009,20000000,64149837,102,12A,146899,6.4,English,USA,7009,0,0,1,0,0,1,1,1,1,0
The Other Woman ,2014,40000000,83906114,109,12A,104481,6,English,USA,2357,0,0,0,0,0,1,1,0,0,0
The Final Destination ,2009,40000000,66466372,82,15,75345,5.2,English,USA,303717,0,0,0,0,0,0,0,1,0,0
Bridge of Spies ,2015,40000000,72306065,142,12A,178118,7.6,English,USA,16944,0,0,0,0,1,0,0,1,1,0
Behind Enemy Lines ,2001,40000000,59068786,106,12A,86902,6.4,English,USA,2544,1,0,0,0,1,0,0,1,1,0
Shall We Dance ,2004,50000000,57887882,106,12A,35508,6.1,English,USA,2325,0,0,0,0,0,1,1,0,1,0
Small Soldiers ,1998,40000000,53955614,108,12A,77415,6.1,English,USA,8610,1,1,0,1,0,0,1,1,0,0
Spawn ,1997,40000000,54967359,98,15,52805,5.2,English,USA,7039,1,0,0,0,0,0,0,1,0,0
The Count of Monte Cristo ,2002,35000000,54228104,131,12A,104991,7.7,English,UK,17152,1,1,0,0,1,1,0,0,1,0
The Lincoln Lawyer ,2011,40000000,57981889,118,15,173848,7.3,English,USA,13943,0,0,0,0,1,0,0,0,1,1
Unknown ,2011,30000000,61094903,113,12A,210542,6.9,English,UK,17152,1,0,0,0,1,0,0,1,0,0
The Prestige ,2006,40000000,53082743,130,12A,844052,8.5,English,USA,63986,0,0,0,1,1,0,0,1,1,0
Horrible Bosses 2 ,2014,42000000,54414716,116,15,114294,6.3,English,USA,30571,0,0,0,0,0,0,1,0,0,1
Escape from Planet Earth ,2013,40000000,57011847,89,PG,20615,5.9,English,USA,3361,0,1,0,1,0,0,1,1,0,0
Apocalypto ,2006,40000000,50859889,139,15,236000,7.8,Maya,USA,848,1,1,0,0,1,0,0,0,1,0
The Living Daylights ,1987,30000000,51185897,130,PG,69457,6.7,English,UK,1233,1,1,0,0,1,0,0,0,0,0
Predators ,2010,40000000,52000688,107,15,171418,6.4,English,USA,4243,1,1,0,1,1,0,0,0,0,0
Legal Eagles ,1986,40000000,49851591,116,PG,7900,5.9,English,USA,2179,0,0,0,0,0,1,1,0,0,1
Secret Window ,2004,40000000,47781388,96,12A,147504,6.6,English,USA,41293,0,0,0,0,1,0,0,1,0,0
The Lake House ,2006,40000000,52320979,99,PG,114321,6.8,English,USA,18693,0,0,1,0,0,1,0,0,1,0
The Skeleton Key ,2005,43000000,47806295,104,12A,87447,6.5,English,USA,1274,0,0,0,0,1,0,0,1,0,0
The Odd Life of Timothy Green ,2012,25000000,51853450,105,PG,37398,6.6,English,USA,9069,0,0,1,0,0,0,1,1,1,0
Made of Honor ,2008,40000000,46012734,101,12A,54421,5.8,English,USA,4298,0,0,0,0,0,1,1,0,0,0
Jersey Boys ,2014,40000000,47034272,134,15,25465,6.9,English,USA,2281,0,0,0,0,0,0,0,1,1,0
The Rainmaker ,1997,40000000,45856732,135,12A,46221,7.1,English,USA,16762,0,0,0,0,1,0,0,0,1,1
Gothika ,2003,40000000,59588068,98,15,89557,5.8,English,USA,22318,0,0,0,0,1,0,0,1,0,0
Amistad ,1997,36000000,44175394,155,15,56509,7.2,English,USA,37570,0,0,0,0,0,0,0,1,1,0
Medicine Man ,1992,40000000,45500797,106,12A,17443,6,English,USA,519,0,1,0,0,0,1,0,0,1,0
Aliens vs. Predator: Requiem ,2007,40000000,41797066,102,15,92789,4.7,English,USA,4324,1,0,0,1,1,0,0,1,0,0
Ri¢hie Ri¢h ,1994,40000000,38087756,95,PG,49612,5.2,English,USA,4634,0,0,0,0,0,0,1,1,0,0
Autumn in New York ,2000,40000000,37752931,103,12A,20201,5.5,English,USA,26938,0,0,0,0,0,1,0,0,1,0
Paul ,2011,40000000,37371385,109,15,192462,7,English,USA,390,0,1,0,1,0,0,1,0,0,0
The Guilt Trip ,2012,40000000,37101011,95,12A,30394,5.8,English,USA,1070,0,0,0,0,0,0,1,0,1,0
Scream 4 ,2011,40000000,38176892,111,15,104119,6.2,English,USA,4486,0,0,0,0,0,0,0,1,0,0
8MM ,1999,40000000,36283504,123,15,104564,6.5,English,Germany,12970,0,0,0,0,1,0,0,1,0,0
The Doors ,1991,38000000,35183792,140,15,68159,7.2,English,USA,3044,0,0,0,0,0,0,0,1,1,0
Sex Tape ,2014,40000000,38543473,94,15,84382,5.1,English,USA,1488,0,0,0,0,0,0,1,0,0,0
Hanging Up ,2000,60000000,36037909,94,12A,10132,4.7,English,Germany,1238,0,0,0,0,0,0,1,0,1,0
Final Destination 5 ,2011,40000000,42575718,92,15,83788,5.9,English,USA,3074,0,0,0,0,0,0,0,1,0,0
Mickey Blue Eyes ,1999,40000000,33864342,102,12A,29968,5.8,English,UK,2913,0,0,0,0,0,1,1,0,0,1
Pay It Forward ,2000,40000000,33508922,123,12A,95860,7.2,English,USA,23920,0,0,0,0,0,0,0,0,1,0
Fever Pitch ,2005,30000000,42071069,104,12A,36223,6.2,English,USA,1827,0,0,0,0,0,1,1,1,1,0
Drillbit Taylor ,2008,40000000,32853640,102,12A,50199,5.7,English,USA,3239,0,0,0,0,0,0,1,0,1,0
A Million Ways to Die in the West ,2014,40000000,42615685,136,15,136093,6.1,English,USA,28927,0,0,0,0,0,0,1,1,0,0
The Shadow ,1994,25000000,32055248,93,12A,18723,6,English,USA,2711,1,1,1,0,1,0,0,1,0,1
Extremely Loud & Incredibly Close ,2011,40000000,31836745,129,12A,81298,6.9,English,USA,15595,0,1,0,0,0,0,0,1,1,0
Morning Glory ,2010,40000000,30993544,107,12A,58871,6.5,English,USA,621,0,0,0,0,0,1,1,0,1,0
Get Rich or Die Tryin' ,2005,40000000,30981850,117,15,35834,5,English,USA,3969,0,0,0,0,0,0,0,1,1,1
The Art of War ,2000,40000000,30199105,116,15,25346,5.7,English,USA,3753,1,1,0,0,1,0,0,0,0,1
Rent ,2005,40000000,29077547,135,12A,41685,7,English,USA,5917,0,0,0,0,0,1,0,1,1,0
Bless the Child ,2000,40000000,29374178,107,15,12093,5.1,English,USA,4565,0,0,0,0,1,0,0,1,1,1
The Out-of-Towners ,1999,40000000,28535768,90,12A,10446,5.3,English,USA,1335,0,0,0,0,0,0,1,0,0,0
The Island of Dr. Moreau ,1996,40000000,27663982,99,12A,26051,4.4,English,USA,10469,0,0,0,1,1,0,0,1,0,0
The Musketeer ,2001,40000000,27053815,104,12A,12856,4.7,English,Germany,2888,1,1,0,0,0,1,0,0,0,0
The Other Boleyn Girl ,2008,35000000,26814957,115,12A,84357,6.7,English,UK,77823,0,0,0,0,0,1,0,1,1,0
Sweet November ,2001,40000000,25178165,119,12A,70292,6.7,English,USA,29484,0,0,0,0,0,1,0,0,1,0
The Reaping ,2007,40000000,25117498,99,15,37412,5.7,English,USA,960,0,0,0,0,1,0,0,1,0,0
Mean Streets ,1973,500000,32645,112,15,67797,7.4,English,USA,23737,0,0,0,0,1,1,0,0,1,1
Renaissance Man ,1994,40000000,24332324,128,12A,13830,6.1,English,USA,3126,0,0,0,0,0,0,1,0,1,0
Colombiana ,2011,40000000,36665854,112,12A,76498,6.4,English,France,3432,1,0,0,0,1,0,0,0,1,1
The Magic Sword: Quest for Camelot ,1998,40000000,22717758,86,U,11156,6.2,English,USA,14275,0,1,1,0,0,0,1,1,1,0
City by the Sea ,2002,60000000,22433915,108,15,21319,6.2,English,USA,34377,0,0,0,0,1,0,0,1,1,1
At First Sight ,1999,60000000,22326247,128,12A,11232,5.9,English,USA,3821,0,0,0,0,0,1,0,0,1,0
Torque ,2004,40000000,21176322,84,12A,23747,4,English,USA,5039,1,0,0,0,0,0,1,0,0,1
City Hall ,1996,40000000,20300000,111,15,16741,6.2,English,USA,17877,0,0,0,0,1,0,0,0,1,0
Showgirls ,1995,45000000,20302961,131,18,49874,4.6,English,France,18913,0,0,0,0,0,0,0,0,1,0
Marie Antoinette ,2006,40000000,15962471,123,12A,79892,6.4,English,USA,7243,0,0,0,0,0,1,0,1,1,0
Kiss of Death ,1995,40000000,14942422,101,15,14226,5.9,English,USA,14008,1,0,0,0,1,0,0,0,0,1
Get Carter ,2000,40000000,14967182,102,15,27305,5.1,English,USA,14463,1,0,0,0,1,0,0,0,1,1
The Impossible ,2012,45000000,18996755,114,12A,145270,7.6,English,Spain,7099,0,0,0,0,1,0,0,0,1,0
Ishtar ,1987,51000000,14375181,107,12A,8692,4.2,English,USA,3374,1,1,0,0,1,0,1,1,0,0
Fantastic Mr. Fox ,2009,40000000,20999103,87,PG,139114,7.8,English,USA,24770,0,1,0,0,0,0,1,1,0,1
Life or Something Like It ,2002,40000000,14448589,103,12A,19364,5.8,English,USA,12566,0,0,0,0,0,1,1,0,0,0
Memoirs of an Invisible Man ,1992,40000000,14358033,99,12A,17365,5.9,English,USA,2125,0,0,0,1,1,1,1,0,0,0
Amélie ,2001,77000000,33201661,122,15,534262,8.4,French,France,809,0,0,0,0,0,1,1,0,0,0
New York Minute ,2004,30000000,14018364,91,PG,17722,4.8,English,USA,3974,0,0,0,0,0,1,1,1,0,1
Alfie ,2004,60000000,13395939,103,15,43442,6.2,English,UK,3639,0,0,0,0,0,1,1,0,1,0
Big Miracle ,2012,40000000,20113965,107,PG,15231,6.5,English,USA,1702,0,0,0,0,0,1,0,1,1,0
The Deep End of the Ocean ,1999,40000000,13376506,106,12A,10413,6.3,English,USA,4327,0,0,0,0,0,0,0,0,1,0
Feardotcom ,2002,42000000,13208023,101,15,17309,3.3,English,UK,4262,0,0,0,0,1,0,0,1,0,1
Cirque du Freak: The Vampire's Assistant ,2009,40000000,13838130,109,12A,35990,5.9,English,USA,20503,1,1,1,0,1,0,0,0,0,0
Victor Frankenstein ,2015,40000000,5773519,110,12A,28618,6,English,USA,12876,0,0,0,1,1,0,0,1,1,0
Duplex ,2003,40000000,9652000,89,12A,46205,5.8,English,USA,3096,0,0,0,0,0,0,1,0,0,0
Raise the Titanic ,1980,36000000,7000000,119,PG,2933,4.7,English,UK,1883,1,1,0,0,1,0,0,0,1,0
Universal Soldier: The Return ,1999,24000000,10431220,83,15,24216,4.1,English,USA,4024,1,0,0,1,0,0,0,0,0,0
Pandorum ,2009,33000000,10326062,108,15,121432,6.8,English,Germany,14127,1,0,0,1,1,0,0,1,0,0
Impostor ,2001,40000000,6114237,102,15,19986,6.2,English,USA,2664,0,0,0,1,1,0,0,1,1,0
Extreme Ops ,2002,40000000,4835968,93,12A,4821,4.5,English,UK,4123,1,1,0,0,1,0,0,0,0,0
Just Visiting ,2001,40000000,4777007,84,12A,15130,5.8,English,France,1149,0,0,1,1,0,0,1,0,0,0
Sunshine ,2007,26000000,3675072,107,15,190132,7.3,English,UK,11623,0,1,0,1,1,0,0,0,0,0
A Thousand Words ,2012,40000000,18438149,91,12A,30842,5.9,English,USA,222,0,0,0,0,0,0,1,0,1,0
Delgo ,2008,40000000,511920,94,PG,2458,4.4,English,USA,2449,0,1,1,0,0,1,1,1,0,0
The Gunman ,2015,40000000,10640645,115,15,28429,5.8,English,USA,1686,1,0,0,0,1,0,0,1,1,1
Alex Rider: Operation Stormbreaker ,2006,40000000,652526,93,PG,20201,5.1,English,Germany,15638,1,1,0,0,1,0,0,1,0,0
Disturbia ,2007,20000000,80050171,105,12A,186982,6.9,English,USA,2288,0,0,0,0,1,0,0,1,1,0
Hackers ,1995,20000000,7564000,107,12A,54650,6.2,English,USA,13821,0,0,0,0,1,0,1,0,1,1
The Hunting Party ,2007,25000000,876671,101,15,22010,6.9,English,USA,504,0,1,0,0,1,1,1,1,1,0
The Hudsucker Proxy ,1994,30000000,2869369,111,PG,65474,7.3,English,UK,2612,0,0,1,0,0,0,1,0,0,0
The Warlords ,2007,40000000,128978,113,15,22897,7.1,Mandarin,Hong Kong,6267,1,0,0,0,0,1,0,1,1,0
Nomad: The Warrior ,2005,25000000,77231,112,15,3322,6,Kazakh,France,2115,0,0,0,0,0,0,0,1,1,0
The Crow ,1994,23000000,50693162,98,15,136580,7.6,English,USA,2630,1,0,1,0,0,0,0,0,1,0
The Time Traveler's Wife ,2009,39000000,63411478,107,12A,114925,7.1,English,USA,568,0,0,1,1,0,1,0,0,1,0
The Fast and the Furious ,2001,38000000,144512310,106,12A,272227,6.7,English,USA,45327,1,0,0,0,1,0,0,0,0,1
Frankenweenie ,2012,39000000,35287788,87,PG,73886,7,English,USA,4774,0,0,0,1,0,0,1,1,0,0
Serenity ,2005,40000000,25335935,119,12A,242599,8,English,USA,2853,1,1,0,1,1,0,0,0,0,0
Against the Ropes ,2004,39000000,5881504,110,12A,5917,5.3,English,USA,2972,0,0,0,0,0,1,0,1,1,0
Superman III ,1983,39000000,60000000,125,PG,49934,4.9,English,UK,2329,1,0,0,1,0,0,1,0,0,0
Grudge Match ,2013,40000000,29802761,113,12A,46480,6.4,English,USA,36009,0,0,0,0,0,0,1,1,0,0
Red Cliff ,2008,553632000,626809,150,15,36894,7.4,Mandarin,China,2172,1,1,0,0,0,0,0,1,1,0
Sweet Home Alabama ,2002,38000000,127214072,108,12A,83786,6.1,English,USA,4251,0,0,0,0,0,1,1,0,0,0
The Ugly Truth ,2009,38000000,88915214,96,15,163665,6.5,English,USA,22436,0,0,0,0,0,1,1,0,0,0
Sgt. Bilko ,1996,39000000,30400000,93,PG,17810,5.7,English,USA,2176,0,0,0,0,0,0,1,0,0,0
Spy Kids 2: Island of Lost Dreams ,2002,38000000,85570368,100,PG,44885,5.1,English,USA,18291,1,1,0,1,0,0,1,1,0,0
Star Trek: Generations ,1994,35000000,75668868,118,PG,60504,6.6,English,USA,6427,1,1,0,1,1,0,0,1,0,0
The Grandmaster ,2013,38600000,6594136,122,12A,24557,6.5,Mandarin,Hong Kong,943,1,0,0,0,0,0,0,1,1,0
Water for Elephants ,2011,38000000,58700247,120,12A,95367,6.9,English,USA,36062,0,0,0,0,0,1,0,0,1,0
The Hurricane ,1999,38000000,50668906,146,15,76016,7.6,English,USA,20516,0,0,0,0,0,0,0,1,1,0
Enough ,2002,38000000,39177215,115,12A,30667,5.6,English,USA,3770,0,0,0,0,1,0,0,0,1,1
Heartbreakers ,2001,35000000,40334024,123,12A,44168,6.2,English,USA,2912,0,0,0,0,0,1,1,0,0,1
Paul Blart: Mall Cop 2 ,2015,30000000,71038190,94,PG,23473,4.4,English,USA,3552,1,0,0,0,0,0,1,0,0,1
Angel Eyes ,2001,38000000,24044532,102,15,19686,5.6,English,USA,1440,0,0,0,0,0,1,0,0,1,0
Joe Somebody ,2001,38000000,22770864,98,PG,8433,5.5,English,USA,2765,0,0,0,0,0,0,1,0,1,0
The Ninth Gate ,1999,38000000,18653746,133,15,137722,6.7,English,Spain,42344,0,0,0,0,1,0,0,1,0,0
Extreme Measures ,1996,38000000,17305211,118,15,14066,6.1,English,USA,24547,0,0,0,0,1,0,0,1,1,1
Rock Star ,2001,57000000,16991902,105,15,34592,6.2,English,USA,1265,0,0,0,0,0,0,0,1,1,0
Precious ,2009,10000000,47536959,109,15,86955,7.3,English,USA,3277,0,0,0,0,0,0,0,0,1,0
White Squall ,1996,38000000,10300000,129,12A,17859,6.6,English,USA,16237,0,1,0,0,0,0,0,0,1,0
The Thing ,1982,15000000,13782838,109,15,258078,8.2,English,USA,1757,0,0,0,1,0,0,0,1,0,0
Riddick ,2013,38000000,41997790,127,15,125305,6.4,English,USA,17551,1,0,0,1,1,0,0,0,0,0
Switchback ,1997,37000000,6482195,118,15,9740,6.4,English,USA,74,0,0,0,0,1,0,0,1,0,1
Texas Rangers ,2001,38000000,623374,110,12A,4757,5.2,English,USA,2120,1,1,0,0,1,0,0,1,1,0
City of Ember ,2008,55000000,7871693,90,PG,52908,6.5,English,USA,15494,0,1,1,1,0,0,0,1,0,0
The Master ,2012,32000000,16377274,144,15,105144,7.1,English,USA,427,0,0,0,0,0,0,0,0,1,0
The Express ,2008,40000000,9589875,130,PG,16673,7.3,English,USA,5162,0,0,0,0,0,0,0,1,1,0
The 5th Wave ,2016,38000000,34912982,112,12A,55617,5.2,English,USA,19974,1,1,0,1,1,0,0,0,0,0
Creed ,2015,35000000,109712885,133,12A,146708,7.7,English,USA,15106,0,0,0,0,0,0,0,1,1,0
The Town ,2010,37000000,92173235,150,15,280228,7.6,English,USA,14296,0,0,0,0,1,0,0,0,1,1
What to Expect When You're Expecting ,2012,40000000,41102171,110,12A,57266,5.7,English,USA,13396,0,0,0,0,0,1,1,0,1,0
Burn After Reading ,2008,37000000,60338891,96,15,248468,7,English,USA,36093,0,0,0,0,0,0,1,0,1,0
Nim's Island ,2008,37000000,48006503,96,PG,28109,6,English,USA,18178,0,1,1,0,0,0,1,1,0,0
Rush ,2013,38000000,26903709,123,15,312629,8.1,English,UK,37206,1,0,0,0,0,0,0,1,1,0
Magnolia ,1999,37000000,22450975,188,15,241030,8,English,USA,1906,0,0,0,0,0,0,0,0,1,0
Cop Out ,2010,37000000,44867349,107,15,75347,5.6,English,USA,14483,1,0,0,0,0,0,1,0,0,1
How to Be Single ,2016,38000000,46813366,110,15,39440,6.1,English,USA,4882,0,0,0,0,0,1,1,0,0,0
Dolphin Tale ,2011,37000000,72279690,113,PG,17948,6.9,English,USA,14209,0,0,0,0,0,0,0,1,1,0
Twilight ,2008,37000000,191449475,122,12A,348007,5.2,English,USA,44060,0,0,1,0,0,1,0,0,1,0
John Q ,2002,36000000,71026631,116,12A,98899,7,English,USA,20970,0,0,0,0,1,0,0,0,1,1
Blue Streak ,1999,65000000,68208190,93,12A,60572,6.3,English,USA,2986,1,0,0,0,1,0,1,0,0,1
We're the Millers ,2013,37000000,150368971,118,15,316671,7,English,USA,3425,0,0,0,0,0,0,1,0,0,1
Breakdown ,1997,36000000,50129186,93,15,38399,6.9,English,USA,1874,1,0,0,0,1,0,0,1,1,1
Never Say Never Again ,1983,36000000,55500000,121,PG,48636,6.2,English,UK,762,1,1,0,0,1,0,0,0,0,0
Hot Tub Time Machine ,2010,36000000,50213619,101,15,139184,6.4,English,USA,1272,0,0,0,1,0,0,1,0,0,0
Dolphin Tale 2 ,2014,36000000,42019483,107,PG,6069,6.4,English,USA,13904,0,0,0,0,0,0,0,1,1,0
Reindeer Games ,2000,34000000,23360779,124,15,31113,5.7,English,USA,10838,1,1,1,0,1,1,0,1,1,1
A Man Apart ,2003,36000000,26183197,109,15,38348,6.1,English,USA,16611,1,0,0,0,1,0,0,0,1,1
Aloha ,2015,37000000,20991497,105,12A,39778,5.4,English,USA,44037,0,0,0,0,0,1,1,0,1,0
